,x1_high,x2_high,x3_high,x4_high,x5_high,x6_high,x7_high,x8_high,x1_low,x2_low,x3_low,x4_low,x5_low,x6_low,x7_low,x8_low
x1_high,0.0,0.07789001279021449,0.0031635070757672253,0.01367319175272797,0.0006469140823644307,0.022008562311198146,0.049417094793294244,0.026261037830984407,0.0,0.014950280695457062,0.0046029044619301795,0.009597368640042535,0.0,0.006523395628136464,0.048686143959784656,0.0031373865123090774
x2_high,0.06720792851475978,0.0,0.003115372353829275,0.012811276867498627,0.000576294524740869,0.01961030309845714,0.047237753843017496,0.024934726699012096,0.015731017122788148,0.0,0.0027395158141083147,0.01052816214647815,0.0,0.006880711675777964,0.04254368831575783,0.0037929547755839376
x3_high,0.00806433863724998,0.007499338728305278,0.0,0.0014502206579471984,0.002816141308390254,0.03515255497674568,0.010251535566645917,0.01981817180899779,0.016972180385779925,0.014771459889618423,0.0,0.006964476050349156,0.0,0.0008210638171217969,0.01731964931156453,0.0062656264342576444
x4_high,0.009026854616447581,0.007928051925239947,0.00032721750602124886,0.0,0.0012975101760271698,0.004518652612619073,0.009625415935233228,0.0032279231074551287,0.009153884622701619,0.008563850513942593,0.007087102647795437,0.0,0.0,0.0012666119773278007,0.010743846321062622,0.0004434664909563908
x5_high,0.001840928659867138,0.0020548253218948833,0.005086306928225564,0.00040495877433492953,0.0,0.0013773791491361838,0.0006497336467125713,0.00669739761209356,0.0013878831511091741,0.0012712880609997423,0.0164146584961054,0.0007898268970481126,0.0,0.0010167602375889793,0.00024636184399250637,0.009586513942993345
x6_high,0.012697213071148024,0.012703217636825755,0.011330477667715633,0.019237315215536017,0.001407121257513383,0.0,0.01546785266852422,0.004536512026418325,0.003852796584576235,0.002919219785274073,0.004964314452243077,0.013330291782192753,0.0,0.0,0.00976530208653153,0.0037791933263978325
x7_high,0.08649155187839064,0.08114333984909858,0.010100983391486965,0.016090531563801927,0.002190229247162734,0.02229348808861166,0.0,0.018186017874233372,0.03301345388323018,0.027467901623035924,0.016328333244546613,0.007539207272097144,0.0,0.0032797131183628088,0.0,0.004080112768169683
x8_high,0.04268317664206128,0.0405910816811706,0.008761318189822719,0.015180457620839988,0.016243404695098218,0.01596879381465331,0.0395934226484325,0.0,0.06376332694226068,0.05523031981746002,0.042820493675015905,0.0019041309793741117,0.0,0.0027136326415222894,0.06648282624293496,0.0
x1_low,0.0,0.016761360186442933,0.020357895573927642,0.01425648277102873,0.017322221461977264,0.0074658182078688375,0.02150757772038895,0.0032028734712280208,0.0,0.05162046856301847,0.06891824669466486,0.0017278555369927135,0.0,0.003924951344795861,0.036765674716648995,0.0036118835309258837
x2_low,0.012705385699455568,0.0,0.015875932193323398,0.01160516781357972,0.01625294023761342,0.0037503898531132803,0.015549283148000678,0.002811231486415277,0.03550299155785369,0.0,0.05591958262909166,0.0013033788420765448,0.0,0.004631855850396373,0.031109075109840578,0.0010705712319760128
x3_low,0.0021965328660701073,0.0021806374049075997,0.0,0.004622377373839337,0.007500615169049329,0.05661691356357045,0.003198977289040258,0.0166150630786817,0.004626959085202147,0.0035864667773715534,0.0,0.0003820548825617066,0.0,0.0020618264609608924,0.0036110736576370475,0.022733148293082834
x4_low,0.002218755694372604,0.002439353416446655,0.00015785461428412047,0.0,0.0037211887505677376,0.0034657119025534944,0.0021175208869850604,0.0028762449271335696,0.0008388716980425051,0.0007007804718765188,0.007740076467777277,0.0,0.0,0.00734422780069926,0.0009716756368642939,0.003941871062331534
x5_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x6_low,0.0010061800528322362,0.0014610884692357,0.0016581364542796577,0.009047788506549444,0.002124104527647749,0.0,0.0010128277402395537,0.0007512759513042145,0.0013985550843042282,0.0012361534058689025,0.005331682783748269,0.0007435060508019602,0.0,0.0,0.004182706823110536,0.0031702761067056687
x7_low,0.056314837494653776,0.05356399607004046,0.022265667267709333,0.0225713674445793,0.009618224296082402,0.02069576279073112,0.0,0.005916223875196311,0.06462048741546847,0.05326486326060194,0.06802879709047945,0.004595874313524872,0.0,0.0007150791071146856,0.0,0.005913326684186414
x8_low,0.015406476920859136,0.015532024088171226,0.0007990428231510844,0.0010908251083730665,0.0014121933259511697,0.014575107351517971,0.020553315822428316,0.0,0.006183848249478463,0.004461982692566636,0.0025125755879504327,0.0014760621169751607,0.0,0.0015191626539535388,0.017176942645004127,0.0
