,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.005867771120303,0.03648505747546752,0.0,0.0,0.0,1.8203341011677933e-05,0.05302397239152827,0.08668418856996205
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.0018590113257563015,0.0,0.0,0.0,0.0,0.0025663803459688187,0.000785181982076825,0.0,0.0,2.957541858474402e-06,0.0,0.006510918182483682
xmeas21_low,0.00539303110906794,0.0,0.0,0.0,0.0013508106244595399,0.0,0.015131426110578656,0.0,0.0,0.00017925326871191756,0.009599508123321885,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.0026254463000045833,0.06180752215023031,0.0,0.0,0.0,0.00014101326547500632,0.020019282041151894,0.02311525948419506
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,4.489115136471743e-06,0.0,0.0,0.0,3.0224804510343012e-06,6.028953141057557e-05,1.7182366235487757e-05,0.0,0.0,0.0,4.048296194540277e-06,1.0277414107030469e-05
xmeas09_high,0.0010406219086178344,0.0,0.0,0.0,0.0,0.06008007696623094,0.005620796906210909,0.0,0.0,0.0005338073598662856,0.0,0.009222890670889205
xmeas21_high,0.0030670805452237687,0.0,0.0,0.0,0.002156724262232075,0.0,0.03888992423645185,0.0,0.0,2.680500463987094e-05,0.02700650801072955,0.0
