,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0001580483306016586,0.000299024921407537,0.0010958866292047251,0.01226780662877897,0.12969178813754006,0.0,0.00033324489780305224,0.00026991686847886286,0.0035666965792909354,0.14035242123035224,0.08303422464200741
xmeas02_low,0.00017417548356480418,0.0,1.0495270264457033e-06,0.00021957075432107152,4.6998367062924164e-05,0.00034828257401803536,0.0004795211326398879,0.0,6.169446138133237e-07,3.0219627221061105e-06,0.00011312367460548464,0.0002609794959744475
xmeas03_low,0.000736102890030486,1.0472646161970168e-06,0.0,0.00016713227407647144,0.0006559698951856244,0.0002584880515274949,0.0003191641378747371,0.000276423952783839,0.0,0.00019022601845104925,0.00010222891901841349,0.0005025519362788653
xmeas08_low,0.0008934286589487084,0.00021673676117724627,0.0001674486923896724,0.0,0.0002234532721461688,0.0008311081391392253,0.0011373014502393272,0.00015743005990087703,0.00021695062215509783,0.0,0.0003734378117865236,0.0014240026627948136
xmeas09_low,0.017469770372078988,0.00019985523067711237,9.700343996974474e-05,0.00045023809062638004,0.0,0.009455549221893933,0.03914729438633481,0.00021236351422251678,0.00018103258408046048,0.00019458372060146442,0.0,0.035428953516787924
xmeas21_low,0.05008646229132609,0.0002608205536025716,0.00043430631540358197,0.0012511166786064514,0.008137624853614092,0.0,0.13452864561027356,0.00046234541237894096,0.00024199560162708545,0.0019321698865739617,0.025395096080050673,0.0
xmeas01_high,0.0,0.0001921000392441754,3.112037297634702e-05,0.0029555353209277176,0.008644687439887245,0.07726004637145197,0.0,0.00022959566855091675,0.00044276177079229095,0.0021334528503464583,0.018308741328868866,0.017053213232108785
xmeas02_high,0.0001207879584868865,0.0,0.00028157004778530347,0.00016202486589076505,0.00023145507975303196,0.0003052303178662794,0.0003684936728162257,0.0,1.16582061756354e-06,0.0005022899374323458,0.00010824626652848204,0.0002995966697037915
xmeas03_high,0.00018577251841814908,6.158969981862665e-07,0.0,0.0002180230704267956,0.00019783275117491182,0.0002222885890413261,0.00012553945162082942,1.1731544640618438e-06,0.0,0.0002400087812577973,0.0001521986865847295,0.00023454301083102939
xmeas08_high,0.0004385958078635462,0.00023847108736882504,0.00018829727324557182,0.0,0.0006957322023208751,0.0008205950369288738,0.0009490869343055741,0.0004992299578321706,0.00023816466661415352,0.0,0.0005403500318141526,0.0014081093030423478
xmeas09_high,0.018124598968715003,0.00012647729922877192,0.00013680367808112257,0.0003524344824799802,0.0,0.06999914365123107,0.09795129027038264,0.00038800493998815,0.00029842423475748194,0.0021997880498230704,0.0,0.022250740982471637
xmeas21_high,0.07446450685989543,0.00022498610878128893,0.00042576930008303513,0.0007169507378647261,0.010245917685363882,0.0,0.39678254846356537,0.0004748174889465549,0.00015881311097136616,0.0022025295949519652,0.11900306409661539,0.0
