,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.004584098380058917,0.006291322296781776,0.0,0.0,0.0,1.782352853148126e-05,0.02794599655200716,0.04455245167412204
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.00047144368729826804,0.0,0.0,0.0,0.0,0.001236820779928514,0.0003429978841208265,0.0,0.0,2.294658734389845e-06,0.0,0.0028840713784883433
xmeas21_low,0.001643410832308616,0.0,0.0,0.0,0.0012232581279781238,0.0,0.004787691847492062,0.0,0.0,0.00017228947357196835,0.004042304247677096,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.00175037937018981,0.010182861264218359,0.0,0.0,0.0,0.0001395390107407675,0.02177792737083253,0.018615199448088256
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,1.1128819977814338e-06,0.0,0.0,0.0,1.9842996410947348e-06,2.0718588597684417e-05,4.328726488259668e-06,0.0,0.0,0.0,1.0955473805491957e-06,3.641930790722676e-06
xmeas09_high,0.00034188272978442343,0.0,0.0,0.0,0.0,0.024438620110342063,0.002476086101534605,0.0,0.0,5.695381126743352e-06,0.0,0.006462752842785334
xmeas21_high,0.0009544365903192931,0.0,0.0,0.0,0.0014963830368192944,0.0,0.013007506577129156,0.0,0.0,2.557749490586532e-05,0.00933678651836741,0.0
