,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.12120046171604464,0.2527895344363217,0.3139669103501347,0.0,0.0,0.0,0.2993459022701039,1.0
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.5767195767195767,0.0,0.0,0.0,0.0,0.05291005291005291,0.42328042328042326,0.0,0.0,0.0,0.0,0.8201058201058201
xmeas21_low,0.0,0.0,0.0,0.0,0.08009977827050997,0.0,0.5072062084257206,0.0,0.0,0.0,0.19207317073170732,0.0008314855875831486
xmeas01_high,0.0,0.0,0.0,0.0,0.12112982074959261,0.5274307441607822,0.0,0.0,0.0,0.0,0.2313959804454101,0.35062466051059205
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_high,0.0,0.0,0.0,0.0,0.003472222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.013888888888888888
xmeas21_high,0.6596164692611393,0.0,0.0,0.0,0.05611957134799774,0.2137619853355894,0.3694303440496334,0.0,0.0,0.0,0.2478849407783418,0.0
