,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0330642060745867,0.016147635524798153,0.008842752787389465,0.6708958093041139,0.9196462898885044,0.9803921568627451,0.02960399846212995,0.05651672433679354,0.2829680891964629,0.9657823913879278,1.0
xmeas02_low,0.3,0.0,0.0,0.1,0.4,0.8,0.4,0.1,0.0,0.1,0.3,0.5
xmeas03_low,0.6470588235294118,0.0,0.0,0.11764705882352941,0.8235294117647058,0.4117647058823529,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.7647058823529411
xmeas08_low,0.03225806451612903,0.03225806451612903,0.04838709677419355,0.0,0.08064516129032258,0.8709677419354839,0.12903225806451613,0.06451612903225806,0.016129032258064516,0.0,0.3225806451612903,0.22580645161290322
xmeas09_low,0.5026929982046678,0.05206463195691203,0.02333931777378815,0.1561938958707361,0.0,0.533213644524237,0.9569120287253142,0.03052064631956912,0.04488330341113106,0.1059245960502693,0.5026929982046678,0.9892280071813285
xmeas21_low,0.04421677001887301,0.023186842814774872,0.08061472094904287,0.05931517929361014,0.594769479644109,0.0,0.49474251819897547,0.09274737125909949,0.03397142086815853,0.20490698301428956,0.22593691021838772,0.4489080614720949
xmeas01_high,0.00027122321670735016,0.03986981285598047,0.04529427719012748,0.24301600216978572,0.774613506916192,0.5793327908868999,0.0,0.0827230810957418,0.05560075942500678,0.199077841063195,0.300515324111744,0.8855438025494983
xmeas02_high,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.5,0.7777777777777778,0.4444444444444444,0.0,0.0,0.2777777777777778,0.1111111111111111,0.5555555555555556
xmeas03_high,0.1,0.0,0.0,0.1,0.5,0.5,0.8,0.0,0.0,0.2,0.4,0.9
xmeas08_high,0.2653061224489796,0.04081632653061224,0.02040816326530612,0.10204081632653061,0.9591836734693877,0.7551020408163265,0.8163265306122449,0.08163265306122448,0.02040816326530612,0.0,0.30612244897959184,0.9183673469387755
xmeas09_high,0.0011235955056179776,0.021348314606741574,0.04719101123595506,0.006741573033707865,0.9719101123595506,0.998876404494382,0.9696629213483146,0.08876404494382023,0.05730337078651685,0.42134831460674155,0.0,0.5685393258426966
xmeas21_high,0.6549887892376681,0.0406390134529148,0.017937219730941704,0.17937219730941703,0.47701793721973096,0.7836322869955157,0.8256726457399103,0.024943946188340806,0.05100896860986547,0.21384529147982062,0.7797085201793722,0.0
