,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.001907812023117774,0.022718649037051043,0.0,0.0,0.0,0.0,0.030321613219804363,0.04115059006303036
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.00019550757797006594,0.0,0.0,0.0,0.0,0.00017588217809420183,0.00010797588399870355,0.0,0.0,0.0,0.0,0.0008111432619102762
xmeas21_low,0.0017836985169256002,0.0,0.0,0.0,0.001132540055145661,0.0,0.004985789578530816,0.0,0.0,0.0,0.004395154096778637,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.00016794765608579729,0.02297398077085326,0.0,0.0,0.0,0.0,0.023507618048999503,0.019923521986498625
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_high,0.00040911542726587637,0.0,0.0,0.0,0.0,0.02329289156200998,0.0017119213342346807,0.0,0.0,0.0,0.0,0.0048660537931783585
xmeas21_high,0.0015941328469697832,0.0,0.0,0.0,0.0019770525700088773,0.0,0.011241657242400413,0.0,0.0,0.0,0.009885882312163568,0.0
