,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.0025799687343062766,0.008312702725972128,0.0,0.0,0.0,0.0,0.0023180362017107678,0.06399262437990144
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.00022604639811148373,0.0,0.0,0.0,0.0,0.0001448360907451394,0.00011116647027890863,0.0,0.0,0.0,0.0,0.0006126819850942057
xmeas21_low,0.004341452713387119,0.0,0.0,0.0,0.0006113564426111767,0.0,0.0127289841290993,0.0,0.0,0.0,0.003260173732436896,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.00019663184577591324,0.012163751336548463,0.0,0.0,0.0,0.0,0.0001593162113631639,0.004892795702688165
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_high,0.0009194016442367438,0.0,0.0,0.0,0.0,0.05052415778156775,0.004014972474422991,0.0,0.0,0.0,0.0,0.005293579100336537
xmeas21_high,0.0017817469089453654,0.0,0.0,0.0,0.00038734934474751146,0.0,0.03160411201723852,0.0,0.0,0.0,0.02119105861887267,0.0
