,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.0076081981778075,0.053438784648701596,0.0,0.0,0.0,0.0,0.03600248271464051,0.08310280796383457
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.001528499165045559,0.0,0.0,0.0,0.0,0.0024726677767034485,0.000999876088194241,0.0,0.0,0.0,0.0,0.004372631282738999
xmeas21_low,0.0057123813672994945,0.0,0.0,0.0,0.0018363297223503202,0.0,0.0157638501749939,0.0,0.0,0.0,0.006798611237673571,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.002613516588063504,0.05609297633171754,0.0,0.0,0.0,0.0,0.01831151460515479,0.0320540190586561
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_high,0.001056240948541223,0.0,0.0,0.0,0.0,0.053510857262077466,0.005159549358188688,0.0,0.0,0.0,0.0,0.018151785374483666
xmeas21_high,0.0029934405346590167,0.0,0.0,0.0,0.0032141419320640945,0.0,0.034524700337791196,0.0,0.0,0.0,0.023808951417372097,0.0
