,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.13220870929776382,0.07728520988622989,0.14005492349941154,0.0,0.0,0.0,0.12514711651628088,1.0
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.5472972972972973,0.0,0.0,0.0,0.0,0.02702702702702703,0.44594594594594594,0.0,0.0,0.0,0.0,0.6351351351351351
xmeas21_low,0.0,0.0,0.0,0.0,0.04176257809930944,0.0,0.5767839526471555,0.0,0.0,0.0026307135810588623,0.20749753370601776,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.11058627396499028,0.5201444845790497,0.0,0.0,0.0,0.0022228396776882466,0.2197832731314254,0.21589330369547097
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
xmeas09_high,0.0,0.0,0.0,0.0,0.0,1.0,0.9987012987012988,0.0,0.0,0.005194805194805195,0.0,0.0
xmeas21_high,0.7045524930318984,0.0,0.0,0.0,0.06937132239083307,0.09228863425209043,0.2310312790337566,0.0,0.0,0.0,0.13007122948281202,0.0
