,x1_high,x2_high,x3_high,x6_high,x7_high,x8_high,x9_high,x21_high,x1_low,x2_low,x3_low,x6_low,x7_low,x8_low,x9_low,x21_low
x1_high,0.0,0.0,0.0,0.0,0.014243893247462294,0.0025943234389149586,0.004628134945529655,0.022142282062946935,0.0,0.0,0.0,0.015318085965689787,0.02014393221729707,0.0,0.0004921613238164419,0.04007654698049635
x2_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x6_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x7_high,0.022084048379592238,0.0,0.0,0.0,0.0,0.005760561730477769,0.001102686426377496,0.07017686736852735,0.009457540490369268,0.0,0.0,0.010525323875668884,0.0,0.0,0.0020721646143785446,0.022403135564547462
x8_high,0.0012671679332406103,0.0,0.0,0.0,0.0023414244456426902,0.0,0.0007291102503250947,0.007953704978066675,0.0005967254007768702,0.0,0.0,0.0008939711653572435,0.0006820062414772017,0.0,0.0009087685432567076,0.0023081203726076933
x9_high,0.003280281659210393,0.0,0.0,0.0,0.02707956379677355,0.006716890978731982,0.0,0.04177907554088131,0.0015185139548949877,0.0,0.0,0.00995497576650118,0.0013044403941721266,0.0,0.0,0.02272516758517071
x21_high,0.10445535952123275,0.0,0.0,0.0,0.0634627655566643,0.007266209306508479,0.03813927627642742,0.0,0.013940946922256971,0.0,0.0,0.0736773005638066,0.0750539065319202,0.0,0.0012381944041388916,0.0
x1_low,0.0,0.0,0.0,0.0,0.023824035565641714,0.005081388703134717,0.026288054267963854,0.016891622660404552,0.0,0.0,0.0,0.04769100964907358,0.008836724455224983,0.0,0.0006376717605582231,0.005112837897736218
x2_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x6_low,0.12078312786091101,0.0,0.0,0.0,0.11850656205157994,0.009749242899725702,0.05310121594424091,0.009074100008164207,0.02918237320368646,0.0,0.0,0.0,0.011805025453282155,0.0,0.002302428038474363,0.03585475891465379
x7_low,0.10464360128076619,0.0,0.0,0.0,0.0,0.006605931040669973,0.03437013198780789,0.002985155985642119,0.01533968973072352,0.0,0.0,0.06609071300189825,0.0,0.0,0.0004387265390295367,0.15374007108710694
x8_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x9_low,0.00035867798270603716,0.0,0.0,0.0,0.0010683511342036895,6.195538435664837e-06,0.0,0.0035678444575639977,0.0006885664355834508,0.0,0.0,0.0029966500420848833,0.004814524324074221,0.0,0.0,0.00017182995917886486
x21_low,0.015134970372303418,0.0,0.0,0.0,0.049234313958315706,0.0032476231151425954,0.007029628484835556,0.0,0.01014394517359584,0.0,0.0,0.0043369274743378745,0.03049311032603294,0.0,0.0017958188452701232,0.0
