,x1_high,x2_high,x3_high,x4_high,x5_high,x6_high,x7_high,x8_high,x1_low,x2_low,x3_low,x4_low,x5_low,x6_low,x7_low,x8_low
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
11,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
16,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
19,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
23,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
24,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
25,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
26,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
27,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
28,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
29,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
30,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
32,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
34,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
35,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
36,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
37,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
38,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
39,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
41,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
42,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
43,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
44,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
45,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
46,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
47,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
48,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
