,x1_high,x2_high,x3_high,x4_high,x5_high,x6_high,x7_high,x8_high,x1_low,x2_low,x3_low,x4_low,x5_low,x6_low,x7_low,x8_low
x1_high,0.0,0.05529718602526515,0.0035458173161322347,0.006829023497434531,0.0004347959629188923,0.014508746061692862,0.05747158820044527,0.0,0.0,0.009429845913155445,0.0037337765247575866,0.005184012944641551,0.0,0.003697503200892094,0.03284107157135047,0.002422613408158659
x2_high,0.04793659702400678,0.0,0.0034174440934811503,0.006541020088405649,0.0003833611444075136,0.01255596935356753,0.04926491055473705,0.0,0.010052725027254607,0.0,0.0025748488452401823,0.005654151793468778,0.0,0.00332901314571101,0.02823061909309888,0.002954574155356782
x3_high,0.007085063309842697,0.005436094704525672,0.0,0.0011606400727170601,0.0008296275655247221,0.024775449206266172,0.00734311105991861,0.0,0.01575823803898573,0.012171658977080103,0.0,0.005513212359312724,0.0,0.0002870582348565118,0.01631247952112781,0.0057448661461023676
x4_high,0.0041842962770793435,0.0044176346888648325,0.0008565490628700749,0.0,0.0005241112370685414,0.0037539272194547007,0.00574379147195565,0.0,0.008677017690911414,0.00796364726921415,0.0025097559745085067,0.0,0.0,0.0012581263045649263,0.011149195063099835,0.0003095893186750704
x5_high,0.0017425033211205137,0.002290659454502244,0.0027313610566395913,0.0003766132575387403,0.0,0.0009299626490997908,0.0009529503818801244,0.0,0.0003890963357700986,0.000711208188485105,0.013420042071889734,0.0011074635188041049,0.0,0.0009888650343794765,0.0004943060023194227,0.008588962069247523
x6_high,0.00995567359016646,0.01089103201724742,0.009423152757218074,0.01197596736499913,0.0008967815213688302,0.0,0.011485702811830098,0.0,0.0020965920809296584,0.0017770974933367936,0.0030762650310696216,0.007506455382530851,0.0,0.0,0.00937587276063713,0.002507479437757511
x7_high,0.07984843924569034,0.07242348045062523,0.006001659981445193,0.008371668247181727,0.0009486605412461541,0.013144184288028556,0.0,0.0,0.021456459443010882,0.017367502407509325,0.011102320352662141,0.0036087767921361745,0.0,0.0018512304405559296,0.0,0.0035702955013212595
x8_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_low,0.0,0.010990112461551967,0.012551820452591348,0.009771332164219385,0.013134029787394776,0.004269178938792665,0.01450022483758953,0.0,0.0,0.0363381876863627,0.04107128404831197,0.0009110032217869296,0.0,0.0013172527722180778,0.029314439790812705,0.0016962150421216187
x2_low,0.008112323547429415,0.0,0.00967271297613604,0.008277501318365297,0.014244079376841988,0.002271494790803255,0.010240844671210494,0.0,0.025645856145793663,0.0,0.0323326211793663,0.0006531862471772069,0.0,0.0017939300243121645,0.020673704875467405,0.00033759117340793996
x3_low,0.001465033716582272,0.0016287828775116207,0.0,0.003618828079629107,0.0027579117412666406,0.040387653018844366,0.0017965042871090728,0.0,0.004655812637821752,0.003105550212879375,0.0,0.0005510293860208068,0.0,0.0011787062180093667,0.0027034657658569932,0.018933883216721695
x4_low,0.0011341724818458839,0.001237596970352221,0.0001697918485808125,0.0,0.005639877352590089,0.0029980042102467903,0.0007782253604156303,0.0,0.00039808129603516676,0.00032677584889310085,0.0049689642742522,0.0,0.0,0.005182808055664607,0.0006167708261370814,0.001725087321467226
x5_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x6_low,0.0004581422221107862,0.0013796317891597027,0.002003750525957131,0.00613403985633394,0.0021541763808489195,0.0,0.0007717116765476267,0.0,0.001286058889816553,0.0008599767055979662,0.0046773988409960915,0.0004300322999779547,0.0,0.0,0.0029027272817199697,0.003308159019790673
x7_low,0.04042391173053115,0.03857051961609967,0.012869103478489132,0.013015348870586894,0.004946167990360219,0.014145425017584196,0.0,0.0,0.04870088903455541,0.03778177125145103,0.04434452243914659,0.0030147889869376046,0.0,4.3388180410938384e-05,0.0,0.0033912829926689113
x8_low,0.009688599032276889,0.009229958725350103,0.0008204532050695872,0.0007049954086320112,0.0011064425017301889,0.00946963480562181,0.012470362649539447,0.0,0.004379162612105393,0.0028857359794320623,0.0008736746474161507,0.00046789116807501583,0.0,0.0004908167735411182,0.01144983441552542,0.0
