,xmeas01_low,xmeas02_low,xmeas03_low,xmeas08_low,xmeas09_low,xmeas21_low,xmeas01_high,xmeas02_high,xmeas03_high,xmeas08_high,xmeas09_high,xmeas21_high
xmeas01_low,0.0,0.0,0.0,0.0,0.0029219214070404075,0.004354363459905291,0.0,0.0,0.0,0.0,0.024193181148455135,0.04049493870296094
xmeas02_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_low,0.00042059262290060644,0.0,0.0,0.0,0.0,0.000775246622984051,0.00027734277249541706,0.0,0.0,0.0,0.0,0.0018454050418680505
xmeas21_low,0.0017915336875320579,0.0,0.0,0.0,0.0009646720320809193,0.0,0.004903737735221426,0.0,0.0,0.0,0.002051879138705276,0.0
xmeas01_high,0.0,0.0,0.0,0.0,0.0009590651346687803,0.00559773118875838,0.0,0.0,0.0,0.0,0.021571368151540513,0.019735462142337384
xmeas02_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas03_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas08_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmeas09_high,0.0003490251219286007,0.0,0.0,0.0,0.0,0.023070302324406884,0.0014629605010458768,0.0,0.0,0.0,0.0,0.015675604899844646
xmeas21_high,0.0009426656921942924,0.0,0.0,0.0,0.0024522991128920345,0.0,0.010728208724809046,0.0,0.0,0.0,0.00763255118412102,0.0
